Cstd_NLPA,0.02,0.004,0.773
Cmax_NLPA,0.018,0.004,0.773
Cmax_NPA,0.017,0.006,0.773
Cmax_TNLPA,0.015,0.007,0.773
Csum_NLPA,0.015,0.005,0.773
Cmax_NLS,0.015,0.007,0.773
Cstd_TNLPA,0.014,0.009,0.773
Cmax_TNPA,0.014,0.009,0.773
Cstd_TNPM,0.014,0.007,0.773
Cmax_TNS,0.014,0.006,0.773
Mstd_NUMPAR,0.015,0.005,0.816
Cstd_TNLA,0.014,0.006,0.816
Cmed_TNLA,0.012,0.008,0.816
Fstd_LLOC,0.012,0.008,0.816
Mmed_HPL,0.012,0.006,0.816
Mmed_HPV,0.011,0.006,0.816
Cstd_NS,0.011,0.006,0.816
Cstd_TNA,0.011,0.009,0.816
Cmax_NLA,0.011,0.009,0.816
Cmax_TNLA,0.011,0.006,0.816
Cstd_NM,0.014,0.003,0.778
Cmin_TNOS,0.014,0.003,0.778
Mstd_MISM,0.014,0.006,0.778
Mstd_MISEI,0.014,0.006,0.778
Cmed_AD,0.014,0.006,0.778
Mmed_HPV,0.014,0.009,0.778
Cstd_NG,0.012,0.004,0.778
Cstd_TNG,0.012,0.006,0.778
Cmax_TNLG,0.011,0.004,0.778
Csum_TNG,0.011,0.006,0.778
Cmed_AD,0.012,0.006,0.803
Cmed_TLLOC,0.012,0.006,0.803
Cmed_LOC,0.011,0.004,0.803
Cmed_DLOC,0.009,0.003,0.803
Cstd_CD,0.009,0.006,0.803
Cmed_PDA,0.009,0.006,0.803
Cstd_TCD,0.009,0.006,0.803
Cmed_CLOC,0.008,0.005,0.803
Cstd_TNLPM,0.008,0.005,0.803
Mmed_TCD,0.008,0.005,0.803
Mstd_HDIF,0.011,0.004,0.736
Mmed_HPL,0.008,0.0,0.736
Cmax_TNLS,0.008,0.0,0.736
Cstd_TNA,0.008,0.0,0.736
Mmed_HPV,0.008,0.0,0.736
Cmax_NLS,0.008,0.0,0.736
Cmed_RFC,0.008,0.0,0.736
Mstd_NLE,0.008,0.0,0.736
Cstd_NG,0.008,0.0,0.736
Cmax_NS,0.008,0.0,0.736
Cmax_NLS,0.012,0.004,0.797
Cmax_TNLS,0.012,0.004,0.797
Cmax_NS,0.012,0.004,0.797
Csum_NS,0.011,0.004,0.797
Cstd_TNLS,0.011,0.004,0.797
Csum_NLS,0.011,0.004,0.797
Cstd_NLS,0.011,0.004,0.797
Csum_TNLS,0.011,0.004,0.797
Cstd_TNS,0.009,0.003,0.797
Csum_TNS,0.009,0.006,0.797
Mmax_MI,0.017,0.006,0.797
Mmax_MIMS,0.017,0.006,0.797
Mmin_HEFF,0.014,0.003,0.797
Mmin_HNDB,0.014,0.003,0.797
Fstd_LOC,0.014,0.006,0.797
Fmed_LOC,0.014,0.003,0.797
Fmed_LLOC,0.012,0.009,0.797
Mmax_TCLOC,0.012,0.009,0.797
Cmed_NLM,0.011,0.008,0.797
Mmed_MI,0.011,0.008,0.797
Mmed_CD,0.014,0.006,0.8
Mmed_CLOC,0.014,0.006,0.8
Mmed_TCD,0.014,0.006,0.8
Cmed_NG,0.012,0.006,0.8
Cmed_NOA,0.011,0.006,0.8
Fmed_McCC,0.011,0.004,0.8
Cmed_NM,0.009,0.003,0.8
Mmax_NUMPAR,0.009,0.003,0.8
Cmed_NII,0.009,0.006,0.8
Cmed_TNG,0.008,0.005,0.8
Cmed_DIT,0.014,0.003,0.783
Cstd_AD,0.008,0.005,0.783
Fsum_PUA,0.008,0.007,0.783
Cstd_NLPM,0.008,0.005,0.783
Mmed_TCLOC,0.006,0.006,0.783
Cstd_CBOI,0.006,0.003,0.783
Cmax_NII,0.006,0.003,0.783
Cmed_NOI,0.006,0.003,0.783
Cmax_NG,0.006,0.003,0.783
Cmax_CBOI,0.006,0.003,0.783
Cmed_LLOC,0.018,0.004,0.818
Cmed_TLLOC,0.017,0.003,0.818
Cmed_TCD,0.015,0.01,0.818
Mmax_TCD,0.012,0.006,0.818
Mmax_CD,0.012,0.006,0.818
Cstd_NL,0.012,0.006,0.818
Mstd_TLLOC,0.012,0.004,0.818
Cmed_TLOC,0.011,0.004,0.818
Mstd_NL,0.011,0.004,0.818
