F1-Score,Precision,Recall,Accuracy,Model,Num_Features,Preprocessing,Fea_Selection,Dim_Reduction,Var_Threshold,support,resampling
0.77505,0.7896,0.763725,0.7978750000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,,,0,False,60,False
0.7752000000000001,0.7898249999999999,0.763725,0.79805,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,StandardScaler(),,0,False,60,False
0.774525,0.78925,0.762875,0.797475,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,MinMaxScaler(),,0,False,60,False
0.774725,0.789625,0.762875,0.7976750000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,MaxAbsScaler(),,0,False,60,False
0.7752,0.7898999999999999,0.763725,0.7980750000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,RobustScaler(),,0,False,60,False
0.77335,0.7884749999999999,0.7615999999999999,0.79635,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,PowerTransformer(),,0,False,60,False
0.775575,0.789925,0.764575,0.7982250000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,QuantileTransformer(random_state=27033074),,0,False,60,False
0.77515,0.789475,0.7641249999999999,0.7978500000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60,False
0.772675,0.7269,0.83205,0.7770750000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,normalize,,0,False,60,False
0.6606249999999999,0.6542749999999999,0.75915,0.692625,"MLPClassifier(max_iter=10000, random_state=27033074)",495,,,0,False,60,False
0.74595,0.752825,0.7428999999999999,0.7692249999999999,"MLPClassifier(max_iter=10000, random_state=27033074)",495,StandardScaler(),,0,False,60,False
0.727675,0.732775,0.7258,0.7522,"MLPClassifier(max_iter=10000, random_state=27033074)",495,MinMaxScaler(),,0,False,60,False
0.7317750000000001,0.7343249999999999,0.7325,0.755525,"MLPClassifier(max_iter=10000, random_state=27033074)",495,MaxAbsScaler(),,0,False,60,False
0.737125,0.7627,0.71705,0.7671250000000001,"MLPClassifier(max_iter=10000, random_state=27033074)",495,RobustScaler(),,0,False,60,False
0.7618499999999999,0.759725,0.7671,0.781475,"MLPClassifier(max_iter=10000, random_state=27033074)",495,PowerTransformer(),,0,False,60,False
0.7469750000000001,0.7509500000000001,0.7463,0.7696250000000001,"MLPClassifier(max_iter=10000, random_state=27033074)",495,QuantileTransformer(random_state=27033074),,0,False,60,False
0.747575,0.7464000000000001,0.75215,0.7685,"MLPClassifier(max_iter=10000, random_state=27033074)",495,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60,False
0.708475,0.664525,0.768725,0.7137249999999999,"MLPClassifier(max_iter=10000, random_state=27033074)",495,normalize,,0,False,60,False
0.0,0.0,0.0,0.5435000000000001,"SVC(gamma='auto', random_state=27033074)",495,,,0,False,60,False
0.759425,0.7881500000000001,0.73555,0.787875,"SVC(gamma='auto', random_state=27033074)",495,StandardScaler(),,0,False,60,False
0.398175,0.9054249999999999,0.25830000000000003,0.6484,"SVC(gamma='auto', random_state=27033074)",495,MinMaxScaler(),,0,False,60,False
0.3571,0.9117750000000001,0.22502500000000003,0.635625,"SVC(gamma='auto', random_state=27033074)",495,MaxAbsScaler(),,0,False,60,False
0.748875,0.7710250000000001,0.7299749999999999,0.77685,"SVC(gamma='auto', random_state=27033074)",495,RobustScaler(),,0,False,60,False
0.7701,0.785525,0.7583,0.793725,"SVC(gamma='auto', random_state=27033074)",495,PowerTransformer(),,0,False,60,False
0.7761,0.76915,0.785425,0.793175,"SVC(gamma='auto', random_state=27033074)",495,QuantileTransformer(random_state=27033074),,0,False,60,False
0.7409749999999999,0.8053750000000001,0.6895749999999999,0.7806,"SVC(gamma='auto', random_state=27033074)",495,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60,False
0.026875000000000003,0.59585,0.013850000000000001,0.54805,"SVC(gamma='auto', random_state=27033074)",495,normalize,,0,False,60,False
0.720925,0.77615,0.675025,0.7625249999999999,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,,,0,False,60,False
0.7311,0.66605,0.8153499999999999,0.725125,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,StandardScaler(),,0,False,60,False
0.7132,0.6732750000000001,0.7630000000000001,0.719675,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,MinMaxScaler(),,0,False,60,False
0.7016,0.6672750000000001,0.7451000000000001,0.7107,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,MaxAbsScaler(),,0,False,60,False
0.7415499999999999,0.737025,0.7496250000000001,0.761425,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,RobustScaler(),,0,False,60,False
0.772625,0.718725,0.8400000000000001,0.77415,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,PowerTransformer(),,0,False,60,False
0.7797499999999999,0.757275,0.8062750000000001,0.7918499999999999,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,QuantileTransformer(random_state=27033074),,0,False,60,False
0.7531749999999999,0.704475,0.8129000000000002,0.7566750000000001,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60,False
0.735175,0.689875,0.7896000000000001,0.7407,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",495,normalize,,0,False,60,False
0.498625,0.43137500000000006,0.74455,0.47440000000000004,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,,,0,False,60,False
0.6976000000000001,0.6936500000000001,0.7062,0.72165,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,StandardScaler(),,0,False,60,False
0.69765,0.73485,0.69625,0.73365,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,MinMaxScaler(),,0,False,60,False
0.706175,0.75205,0.6904,0.744225,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,MaxAbsScaler(),,0,False,60,False
0.709125,0.70425,0.71745,0.7331,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,RobustScaler(),,0,False,60,False
0.706925,0.7279,0.69165,0.740175,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,PowerTransformer(),,0,False,60,False
0.7083,0.7508,0.713775,0.7477,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,QuantileTransformer(random_state=27033074),,0,False,60,False
0.714275,0.7394999999999999,0.7275,0.74315,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60,False
0.747425,0.666525,0.8624750000000001,0.732125,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",495,normalize,,0,False,60,False
