F1-Score,Precision,Recall,Accuracy,Model,Num_Features,Preprocessing,Fea_Selection,Dim_Reduction,Var_Threshold,support,resampling
0.778475,0.7823,0.777525,0.79815,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,,,0,False,60,True
0.7778499999999999,0.78165,0.7770999999999999,0.797575,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,StandardScaler(),,0,False,60,True
0.7777749999999999,0.781925,0.776675,0.7976000000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,MinMaxScaler(),,0,False,60,True
0.7777000000000001,0.782175,0.776275,0.7976000000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,MaxAbsScaler(),,0,False,60,True
0.777975,0.78125,0.777525,0.7976,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,RobustScaler(),,0,False,60,True
0.7771,0.782825,0.7746000000000001,0.79735,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,PowerTransformer(),,0,False,60,True
0.7773,0.78165,0.7763,0.79725,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,QuantileTransformer(random_state=27033074),,0,False,60,True
0.7764,0.77905,0.7771,0.7960499999999999,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60,True
0.7688750000000001,0.734275,0.8158999999999998,0.77665,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,normalize,,0,False,60,True
0.665025,0.65685,0.8108250000000001,0.6703250000000001,"MLPClassifier(max_iter=10000, random_state=27033074)",495,,,0,False,60,True
0.7438750000000001,0.7502000000000001,0.7408,0.767525,"MLPClassifier(max_iter=10000, random_state=27033074)",495,StandardScaler(),,0,False,60,True
0.729325,0.731125,0.730425,0.753275,"MLPClassifier(max_iter=10000, random_state=27033074)",495,MinMaxScaler(),,0,False,60,True
