F1-Score,Precision,Recall,Accuracy,Model,Num_Features,Preprocessing,Fea_Selection,Dim_Reduction,Var_Threshold,support,resampling
0.77435,0.7894249999999999,0.762825,0.7972750000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,,,0,True,60,False
0.774275,0.7882499999999999,0.763675,0.7968999999999999,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,StandardScaler(),,0,True,60,False
0.7741,0.78845,0.76325,0.7969,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,MinMaxScaler(),,0,True,60,False
0.774575,0.7888499999999999,0.763675,0.7973,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,MaxAbsScaler(),,0,True,60,False
0.7747249999999999,0.7887749999999999,0.7641,0.797275,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,RobustScaler(),,0,True,60,False
0.774475,0.7885,0.7636499999999999,0.7969250000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,PowerTransformer(),,0,True,60,False
0.7737499999999999,0.7876000000000001,0.76325,0.7963250000000001,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,QuantileTransformer(random_state=27033074),,0,True,60,False
0.7741,0.787275,0.764075,0.796525,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",495,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,True,60,False
0.6348750000000001,0.48005000000000003,0.9670500000000001,0.49317500000000003,"MLPClassifier(max_iter=10000, random_state=27033074)",495,,,0,True,60,False
0.735025,0.747425,0.72665,0.761075,"MLPClassifier(max_iter=10000, random_state=27033074)",495,StandardScaler(),,0,True,60,False
0.7222500000000001,0.73695,0.712475,0.7504000000000001,"MLPClassifier(max_iter=10000, random_state=27033074)",495,MinMaxScaler(),,0,True,60,False
0.7224,0.732475,0.7162,0.7493000000000001,"MLPClassifier(max_iter=10000, random_state=27033074)",495,MaxAbsScaler(),,0,True,60,False
0.725775,0.7440749999999999,0.7112999999999999,0.7550250000000001,"MLPClassifier(max_iter=10000, random_state=27033074)",495,RobustScaler(),,0,True,60,False
0.74815,0.751525,0.74755,0.77035,"MLPClassifier(max_iter=10000, random_state=27033074)",495,PowerTransformer(),,0,True,60,False
